"path_id"	"path_name"	"path_class"
"380"	"mmu00650"	"Butanoate metabolism - Mus musculus (house mouse)"	"Metabolism"
"381"	"mmu00562"	"Inositol phosphate metabolism - Mus musculus (house mouse)"	"Metabolism"
"382"	"mmu00190"	"Oxidative phosphorylation - Mus musculus (house mouse)"	"Metabolism"
"383"	"mmu00910"	"Nitrogen metabolism - Mus musculus (house mouse)"	"Metabolism"
"384"	"mmu00920"	"Sulfur metabolism - Mus musculus (house mouse)"	"Metabolism"
"385"	"mmu00061"	"Fatty acid biosynthesis - Mus musculus (house mouse)"	"Metabolism"
"386"	"mmu00062"	"Fatty acid elongation - Mus musculus (house mouse)"	"Metabolism"
"387"	"mmu00071"	"Fatty acid degradation - Mus musculus (house mouse)"	"Metabolism"
"388"	"mmu00100"	"Steroid biosynthesis - Mus musculus (house mouse)"	"Metabolism"
"389"	"mmu00120"	"Primary bile acid biosynthesis - Mus musculus (house mouse)"	"Metabolism"
"390"	"mmu00140"	"Steroid hormone biosynthesis - Mus musculus (house mouse)"	"Metabolism"
"391"	"mmu00561"	"Glycerolipid metabolism - Mus musculus (house mouse)"	"Metabolism"
"392"	"mmu00564"	"Glycerophospholipid metabolism - Mus musculus (house mouse)"	"Metabolism"
"393"	"mmu00565"	"Ether lipid metabolism - Mus musculus (house mouse)"	"Metabolism"
"394"	"mmu00600"	"Sphingolipid metabolism - Mus musculus (house mouse)"	"Metabolism"
"395"	"mmu00590"	"Arachidonic acid metabolism - Mus musculus (house mouse)"	"Metabolism"
"396"	"mmu00591"	"Linoleic acid metabolism - Mus musculus (house mouse)"	"Metabolism"
"397"	"mmu00592"	"alpha-Linolenic acid metabolism - Mus musculus (house mouse)"	"Metabolism"
"398"	"mmu01040"	"Biosynthesis of unsaturated fatty acids - Mus musculus (house mouse)"	"Metabolism"
"399"	"mmu00230"	"Purine metabolism - Mus musculus (house mouse)"	"Metabolism"
"400"	"mmu00240"	"Pyrimidine metabolism - Mus musculus (house mouse)"	"Metabolism"
"401"	"mmu00250"	"Alanine, aspartate and glutamate metabolism - Mus musculus (house mouse)"	"Metabolism"
"402"	"mmu00260"	"Glycine, serine and threonine metabolism - Mus musculus (house mouse)"	"Metabolism"
"403"	"mmu00270"	"Cysteine and methionine metabolism - Mus musculus (house mouse)"	"Metabolism"
"404"	"mmu00280"	"Valine, leucine and isoleucine degradation - Mus musculus (house mouse)"	"Metabolism"
"405"	"mmu00290"	"Valine, leucine and isoleucine biosynthesis - Mus musculus (house mouse)"	"Metabolism"
"406"	"mmu00310"	"Lysine degradation - Mus musculus (house mouse)"	"Metabolism"
"407"	"mmu00220"	"Arginine biosynthesis - Mus musculus (house mouse)"	"Metabolism"
"408"	"mmu00330"	"Arginine and proline metabolism - Mus musculus (house mouse)"	"Metabolism"
"409"	"mmu00340"	"Histidine metabolism - Mus musculus (house mouse)"	"Metabolism"
"410"	"mmu00350"	"Tyrosine metabolism - Mus musculus (house mouse)"	"Metabolism"
"411"	"mmu00360"	"Phenylalanine metabolism - Mus musculus (house mouse)"	"Metabolism"
"412"	"mmu00380"	"Tryptophan metabolism - Mus musculus (house mouse)"	"Metabolism"
"413"	"mmu00400"	"Phenylalanine, tyrosine and tryptophan biosynthesis - Mus musculus (house mouse)"	"Metabolism"
"414"	"mmu00410"	"beta-Alanine metabolism - Mus musculus (house mouse)"	"Metabolism"
"415"	"mmu00430"	"Taurine and hypotaurine metabolism - Mus musculus (house mouse)"	"Metabolism"
"416"	"mmu00440"	"Phosphonate and phosphinate metabolism - Mus musculus (house mouse)"	"Metabolism"
"417"	"mmu00450"	"Selenocompound metabolism - Mus musculus (house mouse)"	"Metabolism"
"418"	"mmu00470"	"D-Amino acid metabolism - Mus musculus (house mouse)"	"Metabolism"
"419"	"mmu00480"	"Glutathione metabolism - Mus musculus (house mouse)"	"Metabolism"
"420"	"mmu00510"	"N-Glycan biosynthesis - Mus musculus (house mouse)"	"Metabolism"
"421"	"mmu00513"	"Various types of N-glycan biosynthesis - Mus musculus (house mouse)"	"Metabolism"
"422"	"mmu00512"	"Mucin type O-glycan biosynthesis - Mus musculus (house mouse)"	"Metabolism"
"423"	"mmu00515"	"Mannose type O-glycan biosynthesis - Mus musculus (house mouse)"	"Metabolism"
"424"	"mmu00514"	"Other types of O-glycan biosynthesis - Mus musculus (house mouse)"	"Metabolism"
"425"	"mmu00532"	"Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate - Mus musculus (house mouse)"	"Metabolism"
"426"	"mmu00534"	"Glycosaminoglycan biosynthesis - heparan sulfate / heparin - Mus musculus (house mouse)"	"Metabolism"
"427"	"mmu00533"	"Glycosaminoglycan biosynthesis - keratan sulfate - Mus musculus (house mouse)"	"Metabolism"
"428"	"mmu00531"	"Glycosaminoglycan degradation - Mus musculus (house mouse)"	"Metabolism"
"429"	"mmu00563"	"Glycosylphosphatidylinositol (GPI)-anchor biosynthesis - Mus musculus (house mouse)"	"Metabolism"
"430"	"mmu00601"	"Glycosphingolipid biosynthesis - lacto and neolacto series - Mus musculus (house mouse)"	"Metabolism"
"431"	"mmu00603"	"Glycosphingolipid biosynthesis - globo and isoglobo series - Mus musculus (house mouse)"	"Metabolism"
"432"	"mmu00604"	"Glycosphingolipid biosynthesis - ganglio series - Mus musculus (house mouse)"	"Metabolism"
"433"	"mmu00511"	"Other glycan degradation - Mus musculus (house mouse)"	"Metabolism"
"434"	"mmu00730"	"Thiamine metabolism - Mus musculus (house mouse)"	"Metabolism"
"435"	"mmu00740"	"Riboflavin metabolism - Mus musculus (house mouse)"	"Metabolism"
"436"	"mmu00750"	"Vitamin B6 metabolism - Mus musculus (house mouse)"	"Metabolism"
"437"	"mmu00760"	"Nicotinate and nicotinamide metabolism - Mus musculus (house mouse)"	"Metabolism"
"438"	"mmu00770"	"Pantothenate and CoA biosynthesis - Mus musculus (house mouse)"	"Metabolism"
"439"	"mmu00780"	"Biotin metabolism - Mus musculus (house mouse)"	"Metabolism"
"440"	"mmu00785"	"Lipoic acid metabolism - Mus musculus (house mouse)"	"Metabolism"
"441"	"mmu00790"	"Folate biosynthesis - Mus musculus (house mouse)"	"Metabolism"
"442"	"mmu00670"	"One carbon pool by folate - Mus musculus (house mouse)"	"Metabolism"
"443"	"mmu00830"	"Retinol metabolism - Mus musculus (house mouse)"	"Metabolism"
"444"	"mmu00860"	"Porphyrin metabolism - Mus musculus (house mouse)"	"Metabolism"
"445"	"mmu00130"	"Ubiquinone and other terpenoid-quinone biosynthesis - Mus musculus (house mouse)"	"Metabolism"
"446"	"mmu00900"	"Terpenoid backbone biosynthesis - Mus musculus (house mouse)"	"Metabolism"
"447"	"mmu00232"	"Caffeine metabolism - Mus musculus (house mouse)"	"Metabolism"
"448"	"mmu00524"	"Neomycin, kanamycin and gentamicin biosynthesis - Mus musculus (house mouse)"	"Metabolism"
"449"	"mmu00980"	"Metabolism of xenobiotics by cytochrome P450 - Mus musculus (house mouse)"	"Metabolism"
"450"	"mmu00982"	"Drug metabolism - cytochrome P450 - Mus musculus (house mouse)"	"Metabolism"
"451"	"mmu00983"	"Drug metabolism - other enzymes - Mus musculus (house mouse)"	"Metabolism"
"452"	"mmu03020"	"RNA polymerase - Mus musculus (house mouse)"	"Genetic Information Processing"
"453"	"mmu03022"	"Basal transcription factors - Mus musculus (house mouse)"	"Genetic Information Processing"
"454"	"mmu03040"	"Spliceosome - Mus musculus (house mouse)"	"Genetic Information Processing"
"455"	"mmu03010"	"Ribosome - Mus musculus (house mouse)"	"Genetic Information Processing"
"456"	"mmu00970"	"Aminoacyl-tRNA biosynthesis - Mus musculus (house mouse)"	"Genetic Information Processing"
"457"	"mmu03013"	"Nucleocytoplasmic transport - Mus musculus (house mouse)"	"Genetic Information Processing"
"458"	"mmu03015"	"mRNA surveillance pathway - Mus musculus (house mouse)"	"Genetic Information Processing"
"459"	"mmu03008"	"Ribosome biogenesis in eukaryotes - Mus musculus (house mouse)"	"Genetic Information Processing"
"460"	"mmu03060"	"Protein export - Mus musculus (house mouse)"	"Genetic Information Processing"
"461"	"mmu04141"	"Protein processing in endoplasmic reticulum - Mus musculus (house mouse)"	"Genetic Information Processing"
"462"	"mmu04130"	"SNARE interactions in vesicular transport - Mus musculus (house mouse)"	"Genetic Information Processing"
"463"	"mmu04120"	"Ubiquitin mediated proteolysis - Mus musculus (house mouse)"	"Genetic Information Processing"
"464"	"mmu04122"	"Sulfur relay system - Mus musculus (house mouse)"	"Genetic Information Processing"
"465"	"mmu03050"	"Proteasome - Mus musculus (house mouse)"	"Genetic Information Processing"
"466"	"mmu03018"	"RNA degradation - Mus musculus (house mouse)"	"Genetic Information Processing"
"467"	"mmu03030"	"DNA replication - Mus musculus (house mouse)"	"Genetic Information Processing"
"468"	"mmu03410"	"Base excision repair - Mus musculus (house mouse)"	"Genetic Information Processing"
"469"	"mmu03420"	"Nucleotide excision repair - Mus musculus (house mouse)"	"Genetic Information Processing"
"470"	"mmu03430"	"Mismatch repair - Mus musculus (house mouse)"	"Genetic Information Processing"
"471"	"mmu03440"	"Homologous recombination - Mus musculus (house mouse)"	"Genetic Information Processing"
"472"	"mmu03450"	"Non-homologous end-joining - Mus musculus (house mouse)"	"Genetic Information Processing"
"473"	"mmu03460"	"Fanconi anemia pathway - Mus musculus (house mouse)"	"Genetic Information Processing"
"474"	"mmu03082"	"ATP-dependent chromatin remodeling - Mus musculus (house mouse)"	"Genetic Information Processing"
"475"	"mmu03083"	"Polycomb repressive complex - Mus musculus (house mouse)"	"Genetic Information Processing"
"476"	"mmu03250"	"Viral life cycle - HIV-1 - Mus musculus (house mouse)"	"Genetic Information Processing"
"477"	"mmu03260"	"Virion - Human immunodeficiency virus - Mus musculus (house mouse)"	"Genetic Information Processing"
"478"	"mmu03271"	"Virion - Rotavirus - Mus musculus (house mouse)"	"Genetic Information Processing"
"479"	"mmu03264"	"Virion - Flavivirus - Mus musculus (house mouse)"	"Genetic Information Processing"
"480"	"mmu03265"	"Virion - Ebolavirus, Lyssavirus and Morbillivirus - Mus musculus (house mouse)"	"Genetic Information Processing"
"481"	"mmu03266"	"Virion - Herpesvirus - Mus musculus (house mouse)"	"Genetic Information Processing"
"482"	"mmu03267"	"Virion - Adenovirus - Mus musculus (house mouse)"	"Genetic Information Processing"
"483"	"mmu02010"	"ABC transporters - Mus musculus (house mouse)"	"Environmental Information Processing"
"484"	"mmu04010"	"MAPK signaling pathway - Mus musculus (house mouse)"	"Environmental Information Processing"
"485"	"mmu04012"	"ErbB signaling pathway - Mus musculus (house mouse)"	"Environmental Information Processing"
"486"	"mmu04014"	"Ras signaling pathway - Mus musculus (house mouse)"	"Environmental Information Processing"
"487"	"mmu04015"	"Rap1 signaling pathway - Mus musculus (house mouse)"	"Environmental Information Processing"
"488"	"mmu04310"	"Wnt signaling pathway - Mus musculus (house mouse)"	"Environmental Information Processing"
"489"	"mmu04330"	"Notch signaling pathway - Mus musculus (house mouse)"	"Environmental Information Processing"
"490"	"mmu04340"	"Hedgehog signaling pathway - Mus musculus (house mouse)"	"Environmental Information Processing"
"491"	"mmu04350"	"TGF-beta signaling pathway - Mus musculus (house mouse)"	"Environmental Information Processing"
"492"	"mmu04390"	"Hippo signaling pathway - Mus musculus (house mouse)"	"Environmental Information Processing"
"493"	"mmu04392"	"Hippo signaling pathway - multiple species - Mus musculus (house mouse)"	"Environmental Information Processing"
"494"	"mmu04370"	"VEGF signaling pathway - Mus musculus (house mouse)"	"Environmental Information Processing"
"495"	"mmu04371"	"Apelin signaling pathway - Mus musculus (house mouse)"	"Environmental Information Processing"
"496"	"mmu04630"	"JAK-STAT signaling pathway - Mus musculus (house mouse)"	"Environmental Information Processing"
"497"	"mmu04064"	"NF-kappa B signaling pathway - Mus musculus (house mouse)"	"Environmental Information Processing"
"498"	"mmu04668"	"TNF signaling pathway - Mus musculus (house mouse)"	"Environmental Information Processing"
"499"	"mmu04066"	"HIF-1 signaling pathway - Mus musculus (house mouse)"	"Environmental Information Processing"
"500"	"mmu04068"	"FoxO signaling pathway - Mus musculus (house mouse)"	"Environmental Information Processing"
"501"	"mmu04020"	"Calcium signaling pathway - Mus musculus (house mouse)"	"Environmental Information Processing"
"502"	"mmu04070"	"Phosphatidylinositol signaling system - Mus musculus (house mouse)"	"Environmental Information Processing"
"503"	"mmu04072"	"Phospholipase D signaling pathway - Mus musculus (house mouse)"	"Environmental Information Processing"
"504"	"mmu04071"	"Sphingolipid signaling pathway - Mus musculus (house mouse)"	"Environmental Information Processing"
"505"	"mmu04024"	"cAMP signaling pathway - Mus musculus (house mouse)"	"Environmental Information Processing"
"506"	"mmu04022"	"cGMP-PKG signaling pathway - Mus musculus (house mouse)"	"Environmental Information Processing"
"507"	"mmu04151"	"PI3K-Akt signaling pathway - Mus musculus (house mouse)"	"Environmental Information Processing"
"508"	"mmu04152"	"AMPK signaling pathway - Mus musculus (house mouse)"	"Environmental Information Processing"
"509"	"mmu04150"	"mTOR signaling pathway - Mus musculus (house mouse)"	"Environmental Information Processing"
"510"	"mmu04080"	"Neuroactive ligand-receptor interaction - Mus musculus (house mouse)"	"Environmental Information Processing"
"511"	"mmu04060"	"Cytokine-cytokine receptor interaction - Mus musculus (house mouse)"	"Environmental Information Processing"
"512"	"mmu04061"	"Viral protein interaction with cytokine and cytokine receptor - Mus musculus (house mouse)"	"Environmental Information Processing"
"513"	"mmu04512"	"ECM-receptor interaction - Mus musculus (house mouse)"	"Environmental Information Processing"
"514"	"mmu04514"	"Cell adhesion molecules - Mus musculus (house mouse)"	"Environmental Information Processing"
"515"	"mmu04144"	"Endocytosis - Mus musculus (house mouse)"	"Cellular Processes"
"516"	"mmu04145"	"Phagosome - Mus musculus (house mouse)"	"Cellular Processes"
"517"	"mmu04142"	"Lysosome - Mus musculus (house mouse)"	"Cellular Processes"
"518"	"mmu04146"	"Peroxisome - Mus musculus (house mouse)"	"Cellular Processes"
"519"	"mmu04140"	"Autophagy - animal - Mus musculus (house mouse)"	"Cellular Processes"
"520"	"mmu04136"	"Autophagy - other - Mus musculus (house mouse)"	"Cellular Processes"
"521"	"mmu04137"	"Mitophagy - animal - Mus musculus (house mouse)"	"Cellular Processes"
"522"	"mmu04148"	"Efferocytosis - Mus musculus (house mouse)"	"Cellular Processes"
"523"	"mmu04110"	"Cell cycle - Mus musculus (house mouse)"	"Cellular Processes"
"524"	"mmu04114"	"Oocyte meiosis - Mus musculus (house mouse)"	"Cellular Processes"
"525"	"mmu04210"	"Apoptosis - Mus musculus (house mouse)"	"Cellular Processes"
"526"	"mmu04215"	"Apoptosis - multiple species - Mus musculus (house mouse)"	"Cellular Processes"
"527"	"mmu04216"	"Ferroptosis - Mus musculus (house mouse)"	"Cellular Processes"
"528"	"mmu04217"	"Necroptosis - Mus musculus (house mouse)"	"Cellular Processes"
"529"	"mmu04115"	"p53 signaling pathway - Mus musculus (house mouse)"	"Cellular Processes"
"530"	"mmu04218"	"Cellular senescence - Mus musculus (house mouse)"	"Cellular Processes"
"531"	"mmu04510"	"Focal adhesion - Mus musculus (house mouse)"	"Cellular Processes"
"532"	"mmu04520"	"Adherens junction - Mus musculus (house mouse)"	"Cellular Processes"
"533"	"mmu04530"	"Tight junction - Mus musculus (house mouse)"	"Cellular Processes"
"534"	"mmu04540"	"Gap junction - Mus musculus (house mouse)"	"Cellular Processes"
"535"	"mmu04550"	"Signaling pathways regulating pluripotency of stem cells - Mus musculus (house mouse)"	"Cellular Processes"
"536"	"mmu04814"	"Motor proteins - Mus musculus (house mouse)"	"Cellular Processes"
"537"	"mmu04820"	"Cytoskeleton in muscle cells - Mus musculus (house mouse)"	"Cellular Processes"
"538"	"mmu04810"	"Regulation of actin cytoskeleton - Mus musculus (house mouse)"	"Cellular Processes"
"539"	"mmu04640"	"Hematopoietic cell lineage - Mus musculus (house mouse)"	"Organismal Systems"
"540"	"mmu04610"	"Complement and coagulation cascades - Mus musculus (house mouse)"	"Organismal Systems"
"541"	"mmu04611"	"Platelet activation - Mus musculus (house mouse)"	"Organismal Systems"
"542"	"mmu04613"	"Neutrophil extracellular trap formation - Mus musculus (house mouse)"	"Organismal Systems"
"543"	"mmu04620"	"Toll-like receptor signaling pathway - Mus musculus (house mouse)"	"Organismal Systems"
"544"	"mmu04621"	"NOD-like receptor signaling pathway - Mus musculus (house mouse)"	"Organismal Systems"
"545"	"mmu04622"	"RIG-I-like receptor signaling pathway - Mus musculus (house mouse)"	"Organismal Systems"
"546"	"mmu04623"	"Cytosolic DNA-sensing pathway - Mus musculus (house mouse)"	"Organismal Systems"
"547"	"mmu04625"	"C-type lectin receptor signaling pathway - Mus musculus (house mouse)"	"Organismal Systems"
"548"	"mmu04650"	"Natural killer cell mediated cytotoxicity - Mus musculus (house mouse)"	"Organismal Systems"
"549"	"mmu04612"	"Antigen processing and presentation - Mus musculus (house mouse)"	"Organismal Systems"
"550"	"mmu04660"	"T cell receptor signaling pathway - Mus musculus (house mouse)"	"Organismal Systems"
"551"	"mmu04658"	"Th1 and Th2 cell differentiation - Mus musculus (house mouse)"	"Organismal Systems"
"552"	"mmu04659"	"Th17 cell differentiation - Mus musculus (house mouse)"	"Organismal Systems"
"553"	"mmu04657"	"IL-17 signaling pathway - Mus musculus (house mouse)"	"Organismal Systems"
"554"	"mmu04662"	"B cell receptor signaling pathway - Mus musculus (house mouse)"	"Organismal Systems"
"555"	"mmu04664"	"Fc epsilon RI signaling pathway - Mus musculus (house mouse)"	"Organismal Systems"
"556"	"mmu04666"	"Fc gamma R-mediated phagocytosis - Mus musculus (house mouse)"	"Organismal Systems"
"557"	"mmu04670"	"Leukocyte transendothelial migration - Mus musculus (house mouse)"	"Organismal Systems"
"558"	"mmu04672"	"Intestinal immune network for IgA production - Mus musculus (house mouse)"	"Organismal Systems"
"559"	"mmu04062"	"Chemokine signaling pathway - Mus musculus (house mouse)"	"Organismal Systems"
"560"	"mmu04911"	"Insulin secretion - Mus musculus (house mouse)"	"Organismal Systems"
"561"	"mmu04910"	"Insulin signaling pathway - Mus musculus (house mouse)"	"Organismal Systems"
"562"	"mmu04922"	"Glucagon signaling pathway - Mus musculus (house mouse)"	"Organismal Systems"
"563"	"mmu04923"	"Regulation of lipolysis in adipocytes - Mus musculus (house mouse)"	"Organismal Systems"
"564"	"mmu04920"	"Adipocytokine signaling pathway - Mus musculus (house mouse)"	"Organismal Systems"
"565"	"mmu03320"	"PPAR signaling pathway - Mus musculus (house mouse)"	"Organismal Systems"
"566"	"mmu04929"	"GnRH secretion - Mus musculus (house mouse)"	"Organismal Systems"
"567"	"mmu04912"	"GnRH signaling pathway - Mus musculus (house mouse)"	"Organismal Systems"
"568"	"mmu04913"	"Ovarian steroidogenesis - Mus musculus (house mouse)"	"Organismal Systems"
"569"	"mmu04915"	"Estrogen signaling pathway - Mus musculus (house mouse)"	"Organismal Systems"
"570"	"mmu04914"	"Progesterone-mediated oocyte maturation - Mus musculus (house mouse)"	"Organismal Systems"
"571"	"mmu04917"	"Prolactin signaling pathway - Mus musculus (house mouse)"	"Organismal Systems"
"572"	"mmu04921"	"Oxytocin signaling pathway - Mus musculus (house mouse)"	"Organismal Systems"
"573"	"mmu04926"	"Relaxin signaling pathway - Mus musculus (house mouse)"	"Organismal Systems"
"574"	"mmu04935"	"Growth hormone synthesis, secretion and action - Mus musculus (house mouse)"	"Organismal Systems"
"575"	"mmu04918"	"Thyroid hormone synthesis - Mus musculus (house mouse)"	"Organismal Systems"
"576"	"mmu04919"	"Thyroid hormone signaling pathway - Mus musculus (house mouse)"	"Organismal Systems"
"577"	"mmu04928"	"Parathyroid hormone synthesis, secretion and action - Mus musculus (house mouse)"	"Organismal Systems"
"578"	"mmu04916"	"Melanogenesis - Mus musculus (house mouse)"	"Organismal Systems"
"579"	"mmu04924"	"Renin secretion - Mus musculus (house mouse)"	"Organismal Systems"
"580"	"mmu04614"	"Renin-angiotensin system - Mus musculus (house mouse)"	"Organismal Systems"
"581"	"mmu04925"	"Aldosterone synthesis and secretion - Mus musculus (house mouse)"	"Organismal Systems"
"582"	"mmu04927"	"Cortisol synthesis and secretion - Mus musculus (house mouse)"	"Organismal Systems"
"583"	"mmu04260"	"Cardiac muscle contraction - Mus musculus (house mouse)"	"Organismal Systems"
"584"	"mmu04261"	"Adrenergic signaling in cardiomyocytes - Mus musculus (house mouse)"	"Organismal Systems"
"585"	"mmu04270"	"Vascular smooth muscle contraction - Mus musculus (house mouse)"	"Organismal Systems"
"586"	"mmu04970"	"Salivary secretion - Mus musculus (house mouse)"	"Organismal Systems"
"587"	"mmu04971"	"Gastric acid secretion - Mus musculus (house mouse)"	"Organismal Systems"
"588"	"mmu04972"	"Pancreatic secretion - Mus musculus (house mouse)"	"Organismal Systems"
"589"	"mmu04976"	"Bile secretion - Mus musculus (house mouse)"	"Organismal Systems"
"590"	"mmu04973"	"Carbohydrate digestion and absorption - Mus musculus (house mouse)"	"Organismal Systems"
"591"	"mmu04974"	"Protein digestion and absorption - Mus musculus (house mouse)"	"Organismal Systems"
"592"	"mmu04975"	"Fat digestion and absorption - Mus musculus (house mouse)"	"Organismal Systems"
"593"	"mmu04979"	"Cholesterol metabolism - Mus musculus (house mouse)"	"Organismal Systems"
"594"	"mmu04977"	"Vitamin digestion and absorption - Mus musculus (house mouse)"	"Organismal Systems"
"595"	"mmu04980"	"Cobalamin transport and metabolism - Mus musculus (house mouse)"	"Organismal Systems"
"596"	"mmu04978"	"Mineral absorption - Mus musculus (house mouse)"	"Organismal Systems"
"597"	"mmu04962"	"Vasopressin-regulated water reabsorption - Mus musculus (house mouse)"	"Organismal Systems"
"598"	"mmu04960"	"Aldosterone-regulated sodium reabsorption - Mus musculus (house mouse)"	"Organismal Systems"
"599"	"mmu04961"	"Endocrine and other factor-regulated calcium reabsorption - Mus musculus (house mouse)"	"Organismal Systems"
"600"	"mmu04964"	"Proximal tubule bicarbonate reclamation - Mus musculus (house mouse)"	"Organismal Systems"
"601"	"mmu04966"	"Collecting duct acid secretion - Mus musculus (house mouse)"	"Organismal Systems"
"602"	"mmu04724"	"Glutamatergic synapse - Mus musculus (house mouse)"	"Organismal Systems"
"603"	"mmu04727"	"GABAergic synapse - Mus musculus (house mouse)"	"Organismal Systems"
"604"	"mmu04725"	"Cholinergic synapse - Mus musculus (house mouse)"	"Organismal Systems"
"605"	"mmu04728"	"Dopaminergic synapse - Mus musculus (house mouse)"	"Organismal Systems"
"606"	"mmu04726"	"Serotonergic synapse - Mus musculus (house mouse)"	"Organismal Systems"
"607"	"mmu04720"	"Long-term potentiation - Mus musculus (house mouse)"	"Organismal Systems"
"608"	"mmu04730"	"Long-term depression - Mus musculus (house mouse)"	"Organismal Systems"
"609"	"mmu04723"	"Retrograde endocannabinoid signaling - Mus musculus (house mouse)"	"Organismal Systems"
"610"	"mmu04721"	"Synaptic vesicle cycle - Mus musculus (house mouse)"	"Organismal Systems"
"611"	"mmu04722"	"Neurotrophin signaling pathway - Mus musculus (house mouse)"	"Organismal Systems"
"612"	"mmu04744"	"Phototransduction - Mus musculus (house mouse)"	"Organismal Systems"
"613"	"mmu04740"	"Olfactory transduction - Mus musculus (house mouse)"	"Organismal Systems"
"614"	"mmu04742"	"Taste transduction - Mus musculus (house mouse)"	"Organismal Systems"
"615"	"mmu04750"	"Inflammatory mediator regulation of TRP channels - Mus musculus (house mouse)"	"Organismal Systems"
"616"	"mmu04360"	"Axon guidance - Mus musculus (house mouse)"	"Organismal Systems"
"617"	"mmu04380"	"Osteoclast differentiation - Mus musculus (house mouse)"	"Organismal Systems"
"618"	"mmu04211"	"Longevity regulating pathway - Mus musculus (house mouse)"	"Organismal Systems"
"619"	"mmu04213"	"Longevity regulating pathway - multiple species - Mus musculus (house mouse)"	"Organismal Systems"
"620"	"mmu04710"	"Circadian rhythm - Mus musculus (house mouse)"	"Organismal Systems"
"621"	"mmu04713"	"Circadian entrainment - Mus musculus (house mouse)"	"Organismal Systems"
"622"	"mmu04714"	"Thermogenesis - Mus musculus (house mouse)"	"Organismal Systems"
"623"	"mmu05200"	"Pathways in cancer - Mus musculus (house mouse)"	"Human Diseases"
"624"	"mmu05202"	"Transcriptional misregulation in cancer - Mus musculus (house mouse)"	"Human Diseases"
"625"	"mmu05206"	"MicroRNAs in cancer - Mus musculus (house mouse)"	"Human Diseases"
"626"	"mmu05205"	"Proteoglycans in cancer - Mus musculus (house mouse)"	"Human Diseases"
"627"	"mmu05204"	"Chemical carcinogenesis - DNA adducts - Mus musculus (house mouse)"	"Human Diseases"
"628"	"mmu05207"	"Chemical carcinogenesis - receptor activation - Mus musculus (house mouse)"	"Human Diseases"
"629"	"mmu05208"	"Chemical carcinogenesis - reactive oxygen species - Mus musculus (house mouse)"	"Human Diseases"
"630"	"mmu05203"	"Viral carcinogenesis - Mus musculus (house mouse)"	"Human Diseases"
"631"	"mmu05230"	"Central carbon metabolism in cancer - Mus musculus (house mouse)"	"Human Diseases"
"632"	"mmu05231"	"Choline metabolism in cancer - Mus musculus (house mouse)"	"Human Diseases"
"633"	"mmu05235"	"PD-L1 expression and PD-1 checkpoint pathway in cancer - Mus musculus (house mouse)"	"Human Diseases"
"634"	"mmu05210"	"Colorectal cancer - Mus musculus (house mouse)"	"Human Diseases"
"635"	"mmu05212"	"Pancreatic cancer - Mus musculus (house mouse)"	"Human Diseases"
"636"	"mmu05225"	"Hepatocellular carcinoma - Mus musculus (house mouse)"	"Human Diseases"
"637"	"mmu05226"	"Gastric cancer - Mus musculus (house mouse)"	"Human Diseases"
"638"	"mmu05214"	"Glioma - Mus musculus (house mouse)"	"Human Diseases"
"639"	"mmu05216"	"Thyroid cancer - Mus musculus (house mouse)"	"Human Diseases"
"640"	"mmu05221"	"Acute myeloid leukemia - Mus musculus (house mouse)"	"Human Diseases"
"641"	"mmu05220"	"Chronic myeloid leukemia - Mus musculus (house mouse)"	"Human Diseases"
"642"	"mmu05217"	"Basal cell carcinoma - Mus musculus (house mouse)"	"Human Diseases"
"643"	"mmu05218"	"Melanoma - Mus musculus (house mouse)"	"Human Diseases"
"644"	"mmu05211"	"Renal cell carcinoma - Mus musculus (house mouse)"	"Human Diseases"
"645"	"mmu05219"	"Bladder cancer - Mus musculus (house mouse)"	"Human Diseases"
"646"	"mmu05215"	"Prostate cancer - Mus musculus (house mouse)"	"Human Diseases"
"647"	"mmu05213"	"Endometrial cancer - Mus musculus (house mouse)"	"Human Diseases"
"648"	"mmu05224"	"Breast cancer - Mus musculus (house mouse)"	"Human Diseases"
"649"	"mmu05222"	"Small cell lung cancer - Mus musculus (house mouse)"	"Human Diseases"
"650"	"mmu05223"	"Non-small cell lung cancer - Mus musculus (house mouse)"	"Human Diseases"
"651"	"mmu05166"	"Human T-cell leukemia virus 1 infection - Mus musculus (house mouse)"	"Human Diseases"
"652"	"mmu05170"	"Human immunodeficiency virus 1 infection - Mus musculus (house mouse)"	"Human Diseases"
"653"	"mmu05161"	"Hepatitis B - Mus musculus (house mouse)"	"Human Diseases"
"654"	"mmu05160"	"Hepatitis C - Mus musculus (house mouse)"	"Human Diseases"
"655"	"mmu05171"	"Coronavirus disease - COVID-19 - Mus musculus (house mouse)"	"Human Diseases"
"656"	"mmu05164"	"Influenza A - Mus musculus (house mouse)"	"Human Diseases"
"657"	"mmu05162"	"Measles - Mus musculus (house mouse)"	"Human Diseases"
"658"	"mmu05168"	"Herpes simplex virus 1 infection - Mus musculus (house mouse)"	"Human Diseases"
"659"	"mmu05163"	"Human cytomegalovirus infection - Mus musculus (house mouse)"	"Human Diseases"
"660"	"mmu05167"	"Kaposi sarcoma-associated herpesvirus infection - Mus musculus (house mouse)"	"Human Diseases"
"661"	"mmu05169"	"Epstein-Barr virus infection - Mus musculus (house mouse)"	"Human Diseases"
